Bid URL,Bid Number,Bid Title,Bid Type,Department,Bid Description,Commodity Code,Commodity Description,Open Date,Closing Date,Contact Name,Contact Phone,Contact Email
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=24156,"473-SH","RFSQ - Psychiatric and Psychological Services","Service","Sheriff","MINIMUM MANDATORY QUALIFICATIONS    Interested and qualified Vendors that can demonstrate their ability to successfully provide the required services outlined in Appendix B1, Statement of Work: Psychiatric Services, of this RFSQ are invited to submit a Statement of Qualifications (SOQ), provided they meet the following Minimum Mandatory Qualifications.    Psychiatric Services:    1.4.1	Vendor must have graduated from an accredited medical school.  Vendor shall provide a copy of the diploma, including name of medical school and year graduated.    1.4.2	Vendor must have completed an accredited psychiatric residency program.  Vendor shall provide a copy of the diploma, including the name and location of medical school and year graduated.    1.4.3	Vendor must be board certified in psychiatry by the American Board of Psychiatry and Neurology.  Vendor shall provide a copy of the board certification and the year of board certification.     1.4.4	Vendor must have one (1) year of experience providing psychiatric services.  Vendor shall submit references to verify experience.    Interested and qualified Vendors that can demonstrate their ability to successfully provide the required services outlined in Appendix B2, Statement of Work: Psychological Services, of this RFSQ are invited to submit a Statement of Qualifications (SOQ), provided they meet the following Minimum Mandatory Qualifications.    1.5.1	Vendor must have a doctorate in psychology or related field from an accredited institution.  Accredited institutions are those listed in the publications of regional, national or international accrediting agencies.  Publications such as American Universities and Colleges, and International Handbook of Universities are acceptable.  Also acceptable, if appropriate, are degrees that have been evaluated and deemed to be equivalent to degrees from the United States accredited institutions by an academic credential evaluation agency recognized by the National Association of Credential Evaluation Services and Association of International Credential Evaluators, Inc.  Vendor shall provide a copy of the diploma, including the name of the graduate or professional school and the year graduated.    1.5.2	Vendor must be licensed as a psychologist by the California Board of Psychology.  Vendor shall provide a copy of the license which shall include the license number and date of issue.    1.5.3	Vendor must have one (1) year of experience providing psychological services to employees of a public safety agency.  Public safety agency is defined as any government agency whose primary goals are law enforcement and/or protecting the safety and welfare of the public.  Vendor shall submit references to verify experience.         Bid Download:	  Sheriff's Website at: http://www.lasdhq.org/lasd_contracts/info.html  ",="94876","PSYCHOLOGISTS/PSYCHOLOGICAL SERVICES","03/08/2012","Continuous","Alex Madera","213-229-3276","amadera@lasd.org"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=24363,"HS1041","REQUEST FOR STATEMENT OF QUALIFICATIONS (RFSQ) FOR SUPPORTIVE AND/OR HOUSING SERVICES","Service","Health Services","The Los Angeles County Department of Health Services is revising the Request for Statement of Qualifications (RFSQ) for the Supportive Housing Services program that was initially released on April 5, 2012.  DHS is seeking additional qualified agencies to enter into a Supportive and/or Housing Services Master Agreement with the County to provide Intensive Case Management Services and/or Property Related Tenant Services.      Please disregard the closing date, this solicitation will remain open for applications until DHS removes it from the open solicitations website.   ",="95215","CASE MANAGEMENT SERVICES","04/05/2012","Continuous","Meganoush Boghozian","213-288-8649","SHSMA@dhs.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=27405,"514-SH","RFSQ - WORKERS' COMPENSATION FRAUD INVESTIGATION SERVICES","Service","Sheriff","The RFSQ and future bulletins will be accessible at the Sheriff's website: http://www.lasd.org/lasd_contracts/info.html    INTRODUCTION  The Los Angeles County (County) Sheriff's Department (Department) is issuing this Request for Statement of Qualifications (RFSQ) to solicit qualified vendors who can provide Workers' Compensation Fraud Investigation Services on an as-needed basis.  The solicitation will remain open until the Department's needs are met.      The Department intends to contract with investigators to assist the Internal Criminal Investigations Bureau.  Potential Contractors will conduct confidential investigations and surveillance of County employees suspected of workers' compensation fraud.         Interested and qualified Vendors, who can demonstrate their ability to successfully meet the requirements outlined in this RFSQ, and Appendix B (Statement of Work) of this RFSQ, are invited to submit a Statement of Qualifications (SOQ) in accordance with the instructions contained in the RFSQ.    VENDOR'S MINIMUM REQUIREMENTS  Interested and qualified Vendors that can demonstrate their ability to successfully provide the required services outlined in Appendix B (Statement of Work), are invited to submit their SOQ provided they meet the following minimum requirements:    1.4.1	Vendor must have seven (7) years of experience with a minimum of two (2) years of experience as a patrol officer in a 'first responder' capacity and five (5) years of experience conducting criminal investigations while employed by a law enforcement agency.    1.4.2	Vendor must be trained and certified under the laws of the State of California as a private investigator and possess a Private Investigator License as specified in the California Business and Professions Code 7521.  	  1.4.3	Vendor must possess the equipment and expertise to capture video and still photography during Sub-rosa surveillance.  	  1.4.4	Vendor must possess a valid California Class 'C' driver license.  	  1.4.5	Vendor must certify that he/she meets the Los Angeles County criteria for Physical Class, (3) - Moderate: which includes standing or walking most of the time with bending, stooping, squatting, twisting and reaching; includes working on irregular surfaces and occasionally lifting objects weighing over 25 pounds.  	  1.4.6	Vendor shall not have any felony convictions nor certain misdemeanor convictions (i.e., drug, theft and sex-related crimes) that impugn the applicant's character, honesty or veracity, or demonstrate a bias.      RFSQ TIMETABLE  The timetable for this RFSQ is as follows:    Release of RFSQ...........................................................October 2, 2013  Request for a Solicitation Requirements Review Due............October 16, 2013  Written Questions Due by 3:00 p.m. (Pacific Time)..............October 17, 2013  Questions and Answers Released.................................October 23, 2013  SOQ Submittal Deadline...by 3:00p.m. (Pacific Time)...........October 29, 2013    The due date above is an initial due date.  SOQs received after the initial due date will be reviewed at a later date.  This solicitation will remain open until the needs of the Department are met.    The Vendor must access the RFSQ via the above Department's website, and MUST inform the Department's Contracts Unit Analyst at wksmith@lasd.org of Vendor's name, mailing address, email address, fax number, and telephone number.  This will ensure that the Vendor receives any further Bulletins related to this RFSQ.    ",="96130","EMPLOYMENT AGENCY & SEARCH FIRM SERVICES INCLUDES BACKGROUND","10/02/2013","Continuous","Dernice Samuel","323-229-3275","ddsamuel@lasd.org"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=28359,"AGR01023","RFSQ for As-Needed Vegetation Management Services","Service","Agricultural Comm/Weights-Measures","The Los Angeles County, Department of Agricultural Commissioner/Weights and Measures (ACWM) is seeking qualified vendors to enter into Master Agreements with the County to provide as-needed vegetation management services.    WHAT IS A MASTER AGREEMENT  A Master Agreement is a documented agreement between a vendor and the County which establishes the vendor's capability to perform specified services based on conformance with the County's minimum requirements, agreeing to the County's terms, verification of references/work performance history and other things. The County solicits Master Agreements through a Request for Statement of Qualifications (RFSQ) and interested vendors respond with their Statement of Qualifications (SOQ).    For this solicitation, Master Agreements will be executed with all vendors determined to be qualified thus allowing ACWM to develop a pool of pre-qualified vendors who can be called on to perform as-needed or intermittent work.  When a job comes up, ACWM announces it to the pool of qualified vendors who may then submit a bid on the work.  The qualified vendor with the lowest cost is usually awarded the work using a Work Order which, in most cases, includes a detailed Statement of Work.  The execution of a Master Agreement does not guarantee a vendor any minimum amount of business and the County does not promise, warrant or guarantee that it will utilize any particular vendor's services or any services at all, during the term of the Master Agreement.    WHAT KIND OF WORK IS ACWM LOOKING FOR  The work under this Master Agreement will be performed to support ACWM's Weed Abatement Program which often requires cutting and removal of a considerable amount of dry weeds, brush, neglected landscaping and trees. Potential vendors can be qualified in one or all of three categories of work, depending on their experience, equipment and specialized certification/licensing.  The RFSQ contains more information on the minimum requirements for each category of work.    TIMELINES   The RFSQ will be released April 1, 2014 and the initial deadline for submitting SOQs will be May 14, 2014 at 5:00 P.M.  However, ACWM will continue to accept SOQs throughout the term of the Master Agreement.  ",="98889","WEED AND VEGETATION CONTROL","04/01/2014","Continuous","Myrna Madrid","626-575-5487","mmadrid@acwm.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=29598,"540-SH","TRAILING BLOODHOUND CANINE & HANDLER INVESTIGATIVE SERVICES","Service","Sheriff","Notice to Potential Contractors:    BULLETIN NUMBER 1    REQUEST FOR STATEMENT OF QUALIFICATIONS (RFSQ)  TRAILING BLOODHOUND CANINE AND HANDLER INVESTIGATIVE SERVICES  RFSQ NUMBER 540-SH    INTRODUCTION  The County of Los Angeles Sheriff's Department (Department) is seeking qualified Vendors to enter into Master Agreements with the County to provide Trailing Bloodhound Canine and Handler Investigative Services (Services) on an as-needed basis for the Department's Homicide Bureau.  The Services of the canine and handler team are needed to conduct searches for persons with specific scent signatures obtained by a scent source.  Vendors awarded a Master Agreement shall respond to and provide handler and scent-trailing/tracking canines to investigative locations throughout Los Angeles County on an as-needed basis.  Vendors shall also make court appearances when required, as approved by the Department.     VENDOR'S MINIMUM MANDATORY QUALIFICATIONS    Interested and qualified Vendors that can demonstrate their ability to successfully   provide the required Services outlined in Appendix B (Statement of Work) of this Request for Statement of Qualifications (RFSQ) are invited to submit a Statement of Qualifications (SOQ), provided they meet the following Minimum Mandatory Qualifications.    1.4.1  Vendor must identify and provide at least one (1) handler and one (1) scent-              trailing/tracking bloodhound canine, and any necessary tools, materials,               and/or equipment to provide services as described in Appendix B             (Statement of Work) of this RFSQ.      1.4.2  Vendor's canine(s) must be (1) certified in scent-specific man-             trailing/tracking by a canine facility which certifies canines for scent              trailing/tracking, (2) trained in a variety of geographical terrains and the              handler must be in the appropriate physical condition to search these              different types of terrains with the canine, and (3) up-to-date on all              vaccinations including rabies.  Documentation of vaccinations and              certifications shall be submitted in Vendor's SOQ, as set forth in Appendix C              (Required Forms), Exhibit 13 (Required Licenses, Certifications, and              Permits) of this RFSQ.  Certifications shall be verified during the SOQ              qualification review.    1.4.3  Vendor's identified handler(s) must be (1) certified in scent-specific man-             trailing, with the Vendor's identified canine, by a canine training facility which              certifies handlers for scent trailing/tracking, and (2) certified to provide basic              first aid and cardiopulmonary resuscitation (CPR).  Certifications shall be              submitted in Vendor's SOQ, as set forth in Appendix C (Required Forms),              Exhibit 13 (Required Licenses, Certifications, and Permits) of this RFSQ,              and shall be verified during the SOQ qualification review.    1.4.4  Vendor's handler(s) must be available to provide Services to County 24              hours per day/7 days per week/365 days a year.    1.4.5  Vendor's handler(s) shall possess, and maintain in good working order, a              vehicle for transportation to respond and provide Services throughout the              County, as required by the Department on an as-needed basis.    RFSQ TIMETABLE    The timetable for this RFSQ is as follows:    Release of RFSQ......................................................................August 28, 2014    Request for a Solicitation Requirements Review Due ..............September 12, 2014    Written Questions Due by 3:00 p.m. (Pacific Time)...................September 12, 2014    Questions and Responses Released..........................................September 26, 2014    SOQ due by 3:00 p.m. (Pacific Time)...............................................October 10, 2014    RFSQ RELEASE    The RFSQ will be released and will be accessible via the ",="99052","INVESTIGATIVE SERVICES","08/28/2014","Continuous","Jennifer Russell","323-526-5195","jrussel@lasd.org"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=21806,"411-SH","RFSQ - Trailing Bloodhound Canine and Handler Investigative Services","Service","Sheriff","INTRODUCTION    The County of Los Angeles Sheriff's Department (Department) is seeking qualified Vendors to enter into Master Agreements with the County who can provide Trailing Bloodhound Canine and Handler Investigative Services on an as-needed basis.  The services of the canine and handler team are needed for scent-specific searches to look for a person's specific scent signature obtained by a scent source.  Contractor shall respond to and provide handler and scent-trailing/tracking canine to investigative locations, or related areas, provide services throughout the Los Angeles County area on an as-needed basis, make court appearances when required, as approved by the Department.    MINIMUM MANDATORY QUALIFICATIONS    Interested and qualified Vendors that can demonstrate their ability to successfully provide the required services outlined in Appendix B, Statement of Work, of this RFSQ are invited to submit a Statement of Qualifications (SOQ), provided they meet the following Minimum Mandatory Qualifications:    1.4.1	Vendor must identify and provide one (1) handler and one (1) scent trailing/tracking bloodhound canine, and any necessary tools, materials, and/or equipment to provide services as described in Appendix B, Statement of Work, of this RFSQ.      1.4.2	Vendor's canine must be (1) certified in scent-specific man-trailing/tracking by a canine facility which certifies canines for scent trailing/tracking, (2) trained in a variety of geographical terrains and the handler must be in the physical condition to search these different types of terrains with the canine, and (3) up-to-date on all vaccinations including rabies. Documentation of vaccinations and certifications shall be submitted in Vendor's SOQ (Exhibit 14).  Certifications shall be verified during the SOQ qualification review.    1.4.3	Vendor's identified handler must be (1) certified in scent-specific man-trailing with the Vendor's identified canine by a canine training facility which certifies handlers for scent trailing/tracking, and (2) certified in and have a current basic first aid and CPR certificate.  Certifications shall be submitted in Vendor's SOQ (Exhibit 14) and shall be verified during the SOQ qualification review.    1.4.4	Vendor must be available 24/7/365, have and maintain in good working order a vehicle for transportation to respond and provide handler and scent-trailing canine investigative services throughout the County as required by the Department on an as-needed basis.       RFSQ INITIAL TIMETABLE    The timetable for the release of this RFSQ is as follows:    -	Release of RFSQ		December 22, 2010  -	Written Questions Due		January 7, 2011  -	Request for a Solicitation                       Requirements Review Due		January 5, 2011  -	Questions and Responses Released	January 18, 2011  -	SOQs due			February 1, 2011    The submittal date is an initial due date and those not received by that date may not be reviewed initially; however, they may be reviewed at a later date to determine if they meet the qualifications listed.  The solicitation will remain open until the needs of the Department are met.       RFSQ RELEASE    The RFSQ will be released and posted on the County's website on December 22, 2010, and will be accessible via the Department's website at http://www.lasd.org/lasd_contracts/info.html.    If the Vendor wishes to access the RFSQ via the above-referenced Department's website, the Vendor MUST inform the Department's Contracts Unit Analyst at rwasai@lasd.org of Vendor's name, mailing address, email address, fax number, and telephone number.      SOQ SUBMISSION INFORMATION    The original SOQ and three (3) numbered copies shall be enclosed in a sealed envelope, plainly marked in the upper left-hand corner with the name and address of the Vendor and bear the words:  'SOQ FOR TRAILING BLOODHOUND CANINE AND HANDLER INVESTIGATIVE SERVICES'    The SOQ and any related information shall be delivered or mailed to:    	Los Angeles County She",="99052","INVESTIGATIVE SERVICES","12/22/2010","Continuous","Rowena Asai","323-526-5234","rwasai@lasd.org"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=30520,"SSOQ-DRP-0315","Solicitation For Statements Of Qualifications For Placement On Prequalified Environmental Consultant List","Commodity","Regional Planning","The County has an interest in ensuring that the consultants retained by applicants are professional and maintain the technical and professional expertise necessary for the production of accurate, well-organized, and clearly written environmental documents.  Therefore, the County, through its Department of Regional Planning (Department), seeks to establish an official list of prequalified environmental consultants which may be retained by applicants for private land use development projects.  Only consultants who are on the list may prepare environmental review documents for private land use development projects that will be considered by the County.    ** Please visit http://planning.lacounty.gov/environmental-review for more information **",="91843","CONSULTING SERVICES - ENVIRONMENTAL","03/10/2015","Continuous","Thuy Hua","213-974-6461","eps@planning.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=32268,"554-SH","RFSQ - FIREARMS AND TOOL MARK EXAMINATION AND/OR TRAINING SERVICES","Service","Sheriff","BULLETIN NUMBER 1  REQUEST FOR STATEMENT OF QUALIFICATIONS (RFSQ)  FIREARMS AND TOOL MARK EXAMINATION AND/OR TRAINING SERVICES RFSQ NUMBER 554SH    INTRODUCTION  The County of Los Angeles (County) by and through the Los Angeles County Sheriff's Department (Department) is seeking qualified Vendors to enter into Master Agreements with the County to provide Firearms and Tool Mark Examination and/or Training Services. These services will be provided to the Department primarily at the Firearms Identification Section of the Department's Scientific Services Bureau in Los Angeles.  Qualified Vendor(s) that are selected for a Master Agreement shall be required to assist the Department in examining and solving firearms and/or tool mark cases as either a primary examiner or casework reviewer and/or, if qualified, provide firearms and tool mark examiner training to Department personnel on the techniques and skills necessary to successfully examine firearms and tool mark cases.    VENDOR'S MINIMUM MANDATORY QUALIFICATIONS  Interested and qualified Vendors that meet the Minimum Mandatory Qualifications stated below are invited to submit a Statement of Qualifications (SOQ).  1.4.1 Vendor or Vendor's qualified staff must have at least ten (10) years of continuous full time experience in conducting firearms and tool mark examinations at an accredited crime laboratory that provides a full range of firearms and tool mark examination services comparable to the services outlined in Attachment 1 - Statement of Work.  Vendor or Vendor's qualified staff's time spent in training will not be considered applicable towards the ten (10) years of experience requirement.  Vendor must provide references that verify this experience.  1.4.2 Vendor or Vendor's qualified staff requesting to be considered for the firearms and tool mark training services assignment must also have a minimum of two (2) years of experience in providing instruction to firearms and tool mark examiner trainees in a modular training program, such as a program provided by the Association of Firearm and Tool Mark Examiners (AFTE).  The two (2) years of firearms and tool mark examination instructor experience could be part of the ten (10) years of experience required in firearms and tool mark examinations as stated in Sub-paragraph 1.4.1 above.  Vendor must provide references that verify this experience.  Vendor who is not requesting to be considered for firearms and tool mark training services assignment does not need to meet this requirement.  1.4.3 Vendor or Vendor's qualified staff must be a current and active, full or distinguished member of, the Association of Firearm and Tool Mark Examiners (AFTE) and provide proof of membership and copies of certificates of attendance for AFTE conferences to verify this requirement.   1.4.4 Vendor or Vendor's qualified staff must have a history of participation in regular, ongoing professional development, which may include professional conferences, training seminars, study groups, structured coursework, etc.  Vendor must provide summary detail and copies of any training certificates.  1.4.5 Vendor or Vendor's qualified staff must have experience testifying in court as an expert in the fields of firearms and tool mark examination.  Vendor must provide summary detail of court experience to verify this requirement.  1.4.6 Vendor or Vendor's qualified staff must agree to participate in a test of technical competency in firearms and tool mark examination.  The test will be issued and administered by the Department's Scientific Services Bureau prior to the award of a Master Agreement.  The technical competency test is a 'pass/fail' test.  In order to pass the test of competency, generally accepted scientific methods must be employed, accurate and adequate documentation produced, and appropriate conclusions reached.    Vendor must state that Vendor or Vendor's qualified staff agrees to participate in the technical competency test and understands that if V",="96147","LAW ENFORCEMENT SERVICES (INCLUDING PROCESS SERVER SERVICES)","12/09/2015","Continuous","Socorro Mendoza","213-229-3265","skmendoz@lasd.org"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=34848,"617-SH","RFSQ - AIRPLANE MAINTENANCE, ENGINEERING AND REPAIR SERVICES","Service","Sheriff","The RFSQ and any future bulletins will be accessible at the Sheriff Department's website at:  http://shq.lasdnews.net/shq/contracts/info.html    BULLETIN NUMBER 1  REQUEST FOR STATEMENT OF QUALIFICATIONS (RFSQ)  AIRPLANE MAINTENANCE, ENGINEERING AND REPAIR SERVICES  RFSQ NUMBER 617-SH    INTRODUCTION    The County of Los Angeles (County) by and through the Los Angeles County Sheriff's Department (Department) is seeking qualified Vendors to enter into Master Agreements with the County to provide as-needed Airplane Maintenance, Engineering and Repair Services that will supplement work being performed by Department staff.    The Department's Aero Bureau flies an aggregate total of approximately 1,200 Airplane flight hours each year in support of law enforcement surveillance and transportation missions in one Raytheon Super King Air B200 Airplane, one Cessna 210 Airplane, and one Cessna Turbo 210 (T210) Airplane. The Department may be acquiring a Cessna Caravan Series Airplane in the near future.  Routine repairs, maintenance and phase inspections of all aircraft are performed primarily by Department's airframe and powerplant mechanics on a continuous basis in accordance with mandatory time/life schedules.     Qualified Vendor(s) that are selected for a Master Agreement shall be required by the Department to maintain, repair, overhaul, refurbish, and/or modify the existing fleet of Department airplanes and their components, and to maintain, repair, overhaul, refurbish, and/or modify any future airplane of like model that the Department may acquire, and/or surplus components for the above airplanes acquired by the Department.    VENDOR'S MINIMUM MANDATORY QUALIFICATIONS    Interested and qualified Vendors that meet the Minimum Mandatory Qualifications stated below are invited to submit an SOQ.    1.	Vendor must have at least five (5) years of experience in providing a full range of aircraft maintenance services in a minimum of one (1) of the following flight-critical areas:  dynamic component repair and overhaul, power plant repair and overhaul, airframe repair and refurbishment, aircraft repair parts resale and distribution, aircraft electrical and hydraulic systems maintenance and repair, and avionics systems maintenance and repair.  These services are further defined in Attachment 1, Statement of Work, Paragraph I.    					-AND/OR-    2.	Vendor must have at least five (5) years of experience in providing a full range of maintenance services in a minimum of one (1) of the non-flight-critical areas defined in Attachment 1, Statement of Work, Paragraph II.    					-AND/OR-    3.	Vendor must have at least five (5) years of experience in providing Completion Services to new or used, unequipped or minimally equipped Cessna 210, Cessna Turbo 210 (T210), Cessna Caravan Series Airplanes and/or Raytheon Super King Air B200 Airplanes.  These services are defined in Attachment 1, Statement of Work, Paragraph III.    4.	License/Certification - Vendor must:    (1)	Operate a certificated repair station, certified and approved by the Federal Aviation Administration (FAA) under Federal Aviation Regulation codified at 14 C.F.R. Part 145; or    (2)	Operate a certificated Approved Maintenance Organization (AMO), certified and approved by Transport Canada under Canadian Aviation Regulations, Part V, subpart 73.    5.	Vendor must have a business office located within the continental United States or Canada staffed by qualified service personnel who maintain service records and receive service requests over the telephone.    It is not required that Vendors be qualified to perform all the tasks described in Attachment 1, Statement of Work.  Vendors responding to this solicitation are asked to respond only to those components of Attachment 1, Statement of Work, based on the actual services intended to be provided by Vendor under the Master Agreement.  Refer to the Vendor's Service Category Checklist - Exhibit 14, as set forth in Appendix A, Required For",="90514","AIRPLANE/HELICOPTER SERVICES (NOT OTHERWISE CLASSIFIED)","02/27/2017","Continuous","Juan Amaya","213-229-3274","jaamaya@lasd.org"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=35173,"104565","Disaster/Emergency Services Master Agreement (DESMA) RFSQ","Service","Internal Services Department","The County of Los Angeles, Internal Services Department (ISD) is seeking qualified companies to enter into Master Agreements with the County to provide as-needed Disaster/Emergency Services. Vendors must be able to respond within 24-hour notice.",="93687","MAINT & REPAIR - TRANSFORMER-HIGH VOLTAGE","04/13/2017","Continuous","Bernardo Franco ","323-443-8886","BFranco@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=35174,"104569","Facility Ancillary Services Master Agreement (FASMA) RFSQ","Commodity","Internal Services Department","The County of Los Angeles, Internal Services Department is seeking qualified companies to enter into Master Agreements with the County to provide facility ancillary services required by various County departments related to their facility programs. Vendors may seek to qualify in one of more of the following facility ancillary service categories: Abatement & Remediation (i.e., Asbestos Abatement & Remediation, Lead Abatement & Remediation, Mold Abatement & Remediation, Smoke/Water Damage), Consultants (i.e., Asbestos Consultants, Environmental Consultants, Lead Consultants, Parking Consultants, Site Surveillance Technicians), General Services (i.e., Duct Cleaning Services, Moving, Relocation, and/or Storage Providers, Pest Control &Termite Extermination, As- Needed Drought - Related Landscaping Services, As- Needed Strom Water Drain Maintenance and Repair Services, As- Needed Pressure Washing Services), Waste & Rubbish (i.e., Electronic Waste Collectors/Recyclers, Hazardous/non-hazardous Waste Removal & Disposal, Medical Waste Removal & Disposal, Rubbish Removal/Disposal Service, Chemical Portable Toilets, Domestic Fresh Water and/or Wastewater Treatment, Class A Infectious Substance/Waste Decontamination & Removal, Class A Infectious Substance/Waste Transport & Disposal, Solid/Organic Waste Removal, Disposal and Recycling Services).",="91038","INSULATION AND ASBESTOS INSTALLATION, MAINTENANCE, REPAIR AN","04/13/2017","Continuous","Tatiana Menendez","323-267-2615","tmenendez@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=35772,"340-2017-01","As-Needed Alcohol Testing Services","Service","Coroner","The County of Los Angeles, Department of Medical Examiner-Coroner (DMEC) requires as-needed alcohol testing services to test specimens recovered during autopsy from decedents. This testing is required in some cases to determine manner and cause of death, pursuant to section 27491 of the Government Code of the State of California.     The Contractor shall be available on an as-needed basis to perform alcohol testing, be duly licensed and certified by the State of California, and possess a high level of experience demonstrating the ability to perform to the standards of the DMEC.    From time to time, it may be required that the Contractor appear and testify in court in regard to work performed on their assigned case(s).  In order to fulfill its primary mission, the Department is releasing this Request for Statement of Qualifications (RFSQ) seeking qualified candidates who are interested in offering as-needed alcohol testing services.  Candidates that are determined to be qualified by the Department will form a pool of eligible Contractors that may perform alcohol testing services on an as-needed basis.  ",="19388","TEST (FOR EXAMINATION OF OTHER BODY FLUIDS, WASTES, ETC., NO","06/01/2017","Continuous","Silvia Gonzalez","323-343-0682","sgonzalez@coroner.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=35673,"6401706","RFSQ FOR JUVENILE JUSTICE SOCIAL PROGRAMS SERVICES","Service","Probation","The County of Los Angeles, Department of Probation (Probation) is issuing a Request for Statement of Qualifications (RFSQ) to obtain qualified Vendors to enter into Master Agreements with Probation to provide as-needed Juvenile Justice Social Programs Services (JJSPS) throughout the County.  Upon Probation's execution of these Master Agreements, the qualified Vendors will become County Contractors.  The execution of a Master Agreement does not guarantee a Contractor any minimum amount of business.    There will be a Vendors' Conference where COUNTY representatives will be available to answer any questions about the RFSQ process and objectives. The Vendors' Conference will be held on Wednesday, June 28, 2017, at 1:30 p.m. PT, at Progress Park, 15500 Downey Avenue, Paramount, CA 90723. Those planning to attend please notify Juan Kubes at (562) 658-1858.  Please note that minors are not allowed to attend the conference.",="95295","YOUTH CARE SERVICES","06/09/2017","Continuous","Thao Nguyen","562-940-2675","Thao.Nguyen@probation.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=35869,"631-SH","RFSI - Alternative Programs for Adult Offenders in Los Angeles County Jails","Service","Sheriff","http://shq.lasdnews.net/shq/contracts/info.html                                                   The Los Angeles County (County) Sheriff's Department (Department) requires the services of one or more qualified contractors to provide alternative jail programs/services (Services) to inmates in County jails on an as-needed basis.       RESPONDENT'S GENERAL REQUIREMENTS  Interested and qualified Respondents that can demonstrate their ability to successfully provide the Services outlined in Appendix B (Statement of Work) of the RFSI, are invited to submit a Statement of Interest (SOI), provided they meet the following General Requirements:     1.  Respondents shall provide the Service, which may include, but are not limited to, literacy education, vocational training, job readiness services, re-entry and substance abuse counseling, other counseling services, legal education, parenting and life skills instruction, fitness training, and art/music therapy to inmates in County jails.  All Services are subject to approval by the Department's Custody Division Project Director or designee prior to Contract award and the delivery of Service.      2.  Respondents shall provide the Service at no cost to County.  Respondents shall identify adequate funding source(s) for the Service.  Respondents shall have no expectation of any future payment by County for the Service.       3.  Respondents shall demonstrate that adequate staffing has been secured to implement the Service.  	  4.  Respondents shall provide a minimum of one (1) staff member to deliver the Service to inmates in County jails.  All instructional staff may be required to possess some appropriate form of industry certification and/or proof of field experience prior to the execution of the Contract.  	  5.  Respondent, Respondent's principals, and Respondent's staff providing Services in the County jails must pass a background investigation to the satisfaction of the County, and complete the Application for Access to Custody Facilities, Exhibit H of Appendix A, Model Contract.  Any costs associated with background checks is the responsibility of the Respondent.  	  6.  Respondent, Respondent's principals, and Respondent's staff providing Services in the County jails shall be subject to search and seizure at anytime while on the property of the Department.  The Department will have the right to remove any future contractor, or contractor's principals or staff from the property for violation of any policy or procedure.  	  7.  Respondents shall work cooperatively with the Department and other agencies providing Services to inmates to implement the Service in the County jails.  	  RFSI RELEASE  The RFSI will be accessible in electronic Portable Data File (PDF) format by 5:00 p.m. (Pacific Time) on July 18, 2017, via the Department's website at: http://shq.lasdnews.net/shq/contracts/info.html     RFSI TIMETABLE  The timetable for this RFSI is as follows:    - Release of RFSI..............................................................July 18, 2017  - Written Questions Due by 3:00 p.m. (Pacific Time).................July 27, 2017  - Questions and Answers Released.....................................August 7, 2017  - SOI Submittal Deadline...by 3:00p.m. (Pacific Time)..............August 14, 2017    The submittal date is an initial due date.  SOIs received after the due date may not be reviewed initially; however, they may be reviewed at a later date to determine if they meet the General Requirements listed in Section 2 (General Requirements) of the RFSI.  The solicitation will remain open until the needs of the Department are met.    STATEMENT OF INTEREST SUBMISSION   The original SOI, two (2) numbered copies; and one (1) electronic copy on a compact disc, shall be enclosed in a sealed envelope, plainly marked in the upper left-hand corner with the name and address of the Respondent and bear the words:      'SOI FOR ALTERNATIVE PROGRAMS FOR ADULT OFFENDERS IN LOS ANGELES COUNTY JAILS (",="92474","SPECIAL EDUCATION SERVICES","07/18/2017","Continuous","Marissa Peshkepia","213-229-3301","mmpeshke@lasd.org"
